n,time
20,38300
20,37500
20,37800
20,36300
20,38000
20,38100
20,37800
20,38100
20,38300
20,38000
20,38100
20,37100
20,38200
20,38000
20,38300
20,37200
20,23500
20,23300
20,23400
20,23400
20,23300
20,23600
20,23300
20,23300
20,23400
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,83700
20,23200
20,23300
20,23300
20,23300
20,23300
20,23400
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23200
20,31900
20,23300
20,23300
20,23300
20,23300
20,23300
20,37700
20,23300
20,23300
20,23200
20,35800
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,37200
20,27600
20,32200
20,38200
20,38200
20,38300
20,38200
20,38200
20,38200
20,38200
20,38200
20,38700
20,38100
20,38200
20,38100
20,38200
20,38200
20,38200
20,38200
20,38100
20,38100
20,38100
20,38100
20,38200
20,38700
20,38100
20,38100
20,38200
20,38200
20,38100
20,38100
20,38200
20,38200
20,38200
20,38100
20,38100
20,38100
20,38100
20,38100
20,38500
20,38200
20,38100
20,38200
20,45900
20,38100
20,38100
20,38300
20,38400
20,38100
20,38100
20,36600
20,23300
20,23300
20,23300
20,23300
20,36400
20,34000
20,32900
20,37400
20,35800
20,23400
20,23400
20,23200
20,23300
20,23300
20,23300
20,23200
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,33700
20,35200
20,35400
20,38300
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,23400
20,23400
20,23300
20,23300
20,23300
20,37800
20,24800
20,23300
20,23300
20,27400
20,23300
20,23300
20,23300
20,27800
20,23300
20,23300
20,23300
20,23300
20,23400
20,23400
20,23200
20,23300
20,23200
20,23300
20,23200
20,23300
20,23200
20,23300
20,23300
20,23300
20,23300
20,23300
20,30900
20,30700
20,29700
20,23300
20,23300
20,23300
20,23300
20,23200
20,23300
20,23300
20,23300
20,23200
20,23300
20,23300
20,23300
20,23200
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23200
20,23300
20,23300
20,23300
20,65200
20,23300
20,23200
20,23500
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23200
20,23300
20,23200
20,23300
20,23300
20,23300
20,23200
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23400
20,23300
20,30000
20,23300
20,23300
20,23300
20,23300
20,23300
20,23200
20,23300
20,23300
20,23200
20,23300
20,23300
20,23300
20,36600
20,48500
20,37100
20,23400
20,23400
20,23400
20,23300
20,23400
20,23300
20,23200
20,23400
20,23300
20,23300
20,23600
20,23300
20,34300
20,23400
20,23300
20,23400
20,23300
20,23300
20,36800
20,36000
20,24000
20,36500
20,36500
20,23300
20,36200
20,37200
20,36900
20,37400
20,37600
20,36300
20,36800
20,37200
20,30900
20,48100
20,37300
20,36600
20,23300
20,37100
20,37200
20,36700
20,31200
20,37800
20,38400
20,37400
20,37800
20,38200
20,37700
20,23900
20,36600
20,23400
20,31000
20,23600
20,23300
20,50700
20,38100
20,36900
20,38000
20,37300
20,38100
20,37700
20,37600
20,38000
20,44400
20,38700
20,33300
20,37200
20,37000
20,35400
20,34100
20,31900
20,31900
20,31500
20,32300
20,32000
20,32800
20,32600
20,32400
20,32400
20,32400
20,32000
20,32300
20,30700
20,41200
20,32100
20,34100
20,31700
20,34000
20,31800
20,23400
20,23500
20,23300
20,23400
20,23400
20,23300
20,38500
20,37500
20,37100
20,36100
20,23300
20,23300
20,23300
20,36900
20,39800
20,62600
20,38500
20,38300
20,38300
20,38200
20,38200
20,38500
20,34500
20,23400
20,23300
20,23300
20,50200
20,57200
20,57500
20,66000
20,37400
20,23400
20,33600
20,23300
20,23400
20,23400
20,32500
20,35300
20,23400
20,23300
20,23300
20,23300
20,23300
20,23300
20,37300
20,23400
20,24200
20,37000
20,23300
20,35600
20,37300
20,36400
20,23300
20,36400
20,23300
20,23300
20,37300
20,23300
20,23300
20,23300
20,36400
20,24800
20,37900
20,40100
20,37400
20,34400
20,42700
20,31500
20,48100
20,37500
20,24900
20,23300
20,36600
20,23300
20,35000
20,35400
20,36300
20,33500
20,37200
20,30200
20,23300
20,23400
20,23300
20,23400
20,23300
20,23400
20,23300
20,23300
20,23400
20,23300
20,23300
20,23300
20,49800
20,23400
20,23600
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,35700
20,23300
20,38100
20,23300
20,26800
20,38000
20,23300
20,38400
20,23300
20,36900
20,23300
20,23300
20,37100
20,34600
20,23300
20,23300
20,23200
20,32200
20,32400
20,39400
20,34400
20,34500
20,38600
20,38600
20,38300
20,23300
20,36300
20,23300
20,23400
20,23400
20,23300
20,23300
20,23400
20,23300
20,23300
20,30200
20,23300
20,29700
20,39400
20,37000
20,34700
20,38200
20,38200
20,38200
20,38300
20,38200
20,38200
20,38300
20,38200
20,47800
20,38100
20,38300
20,38200
20,38200
20,38400
20,38200
20,38200
20,38200
20,38100
20,38200
20,38200
20,38200
20,38200
20,38100
20,38400
20,38300
20,38100
20,38100
20,38200
20,38200
20,38300
20,33400
20,39000
20,38200
20,38200
20,38200
20,38200
20,38100
20,38200
20,38200
20,38200
20,38300
20,38100
20,38100
20,38100
20,38200
20,38100
20,39200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38100
20,38100
20,38200
20,38100
20,38200
20,38100
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38200
20,38100
20,38100
20,38200
20,38100
20,38100
20,38100
20,38200
20,38100
20,38200
20,46100
20,38200
20,38200
20,38200
20,38300
20,38200
20,40700
20,23500
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23300
20,23400
20,25900
20,23300
20,23400
